OrderDate,InvoiceNum,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
30-10-2021,INV100275,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
30-10-2021,INV100276,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
02-11-2021,INV100277,374,Italy,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
02-11-2021,INV100278,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
03-11-2021,INV100279,538,India,LL Road Tire,21.49,21.49,1,1.7192,8.0373
03-11-2021,INV100280,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
04-11-2021,INV100281,580,Germany,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
06-11-2021,INV100282,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
07-11-2021,INV100283,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
07-11-2021,INV100284,582,Australia,"Road-350-W Yellow, 44",1700.99,1700.99,1,136.0792,1082.51
08-11-2021,INV100285,487,France,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
12-11-2021,INV100286,480,United States,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
13-11-2021,INV100287,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
13-11-2021,INV100288,568,France,"Touring-3000 Yellow, 44",742.35,742.35,1,59.388,461.4448
13-11-2021,INV100289,361,Italy,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
15-11-2021,INV100290,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
16-11-2021,INV100291,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
17-11-2021,INV100292,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
17-11-2021,INV100293,313,Canada,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
17-11-2021,INV100294,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
18-11-2021,INV100295,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
19-11-2021,INV100296,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
20-11-2021,INV100297,312,United States,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
21-11-2021,INV100298,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
22-11-2021,INV100299,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
22-11-2021,INV100300,580,India,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
24-11-2021,INV100301,368,France,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
25-11-2021,INV100302,352,France,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
26-11-2021,INV100303,357,Australia,"Mountain-200 Silver, 46",2319.99,2319.99,1,185.5992,1265.6195
27-11-2021,INV100304,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
29-11-2021,INV100305,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
29-11-2021,INV100306,584,India,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
30-11-2021,INV100307,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
02-12-2021,INV100308,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
05-12-2021,INV100309,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
06-12-2021,INV100310,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
07-12-2021,INV100311,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10-12-2021,INV100312,231,Germany,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
10-12-2021,INV100313,363,Canada,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
10-12-2021,INV100314,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
10-12-2021,INV100315,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
12-12-2021,INV100316,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
13-12-2021,INV100317,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
14-12-2021,INV100318,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15-12-2021,INV100319,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
17-12-2021,INV100320,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
19-12-2021,INV100321,593,Germany,"Mountain-500 Silver, 44",564.99,564.99,1,45.1992,308.2179
20-12-2021,INV100322,474,Italy,"Women's Mountain Shorts, S",69.99,69.99,1,5.5992,26.1763
21-12-2021,INV100323,540,Germany,HL Road Tire,32.6,32.6,1,2.608,12.1924
22-12-2021,INV100324,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
23-12-2021,INV100325,530,France,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
24-12-2021,INV100326,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
25-12-2021,INV100327,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
26-12-2021,INV100328,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
26-12-2021,INV100329,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
01-01-2022,INV100330,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
07-01-2022,INV100331,467,France,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
07-01-2022,INV100332,595,Italy,"Mountain-500 Silver, 52",564.99,564.99,1,45.1992,308.2179
08-01-2022,INV100333,606,Canada,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
09-01-2022,INV100334,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
09-01-2022,INV100335,540,Australia,HL Road Tire,32.6,32.6,1,2.608,12.1924
09-01-2022,INV100336,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
11-01-2022,INV100337,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
12-01-2022,INV100338,310,India,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
16-01-2022,INV100339,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
16-01-2022,INV100340,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
16-01-2022,INV100341,478,India,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
19-01-2022,INV100342,463,Italy,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
20-01-2022,INV100343,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
20-01-2022,INV100344,222,India,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
24-01-2022,INV100345,337,Germany,"Road-650 Black, 62",782.99,782.99,1,62.6392,486.7066
25-01-2022,INV100346,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
27-01-2022,INV100347,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
27-01-2022,INV100348,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
29-01-2022,INV100349,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
30-01-2022,INV100350,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
31-01-2022,INV100351,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
31-01-2022,INV100352,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
02-02-2022,INV100353,605,Germany,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
02-02-2022,INV100354,463,Canada,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
07-02-2022,INV100355,312,Canada,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
10-02-2022,INV100356,540,India,HL Road Tire,32.6,32.6,1,2.608,12.1924
10-02-2022,INV100357,222,Canada,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
10-02-2022,INV100358,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
14-02-2022,INV100359,583,Canada,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
16-02-2022,INV100360,480,Italy,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
16-02-2022,INV100361,476,France,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
16-02-2022,INV100362,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
18-02-2022,INV100363,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
19-02-2022,INV100364,356,Italy,"Mountain-200 Silver, 46",2071.4196,2071.4196,1,165.7136,1117.8559
20-02-2022,INV100365,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
23-02-2022,INV100366,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
24-02-2022,INV100367,536,France,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
25-02-2022,INV100368,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
26-02-2022,INV100369,480,Italy,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
26-02-2022,INV100370,217,Italy,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
27-02-2022,INV100371,491,Italy,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
27-02-2022,INV100372,311,United States,"Road-150 Red, 44",3578.27,3578.27,1,286.2616,2171.2942
02-03-2022,INV100373,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
02-03-2022,INV100374,214,Australia,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
03-03-2022,INV100375,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
03-03-2022,INV100376,562,Italy,"Touring-1000 Yellow, 50",2384.07,2384.07,1,190.7256,1481.9379
03-03-2022,INV100377,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
04-03-2022,INV100378,353,Australia,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
06-03-2022,INV100379,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
07-03-2022,INV100380,489,Australia,"Short-Sleeve Classic Jersey, M",53.99,53.99,1,4.3192,41.5723
08-03-2022,INV100381,584,Australia,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
10-03-2022,INV100382,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
11-03-2022,INV100383,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
12-03-2022,INV100384,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
13-03-2022,INV100385,536,Canada,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
18-03-2022,INV100386,568,Germany,"Touring-3000 Yellow, 44",742.35,742.35,1,59.388,461.4448
20-03-2022,INV100387,540,Canada,HL Road Tire,32.6,32.6,1,2.608,12.1924
22-03-2022,INV100388,368,Italy,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
23-03-2022,INV100389,537,Australia,HL Mountain Tire,35,35,1,2.8,13.09
23-03-2022,INV100390,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
23-03-2022,INV100391,530,Canada,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
24-03-2022,INV100392,310,Germany,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
24-03-2022,INV100393,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
25-03-2022,INV100394,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
26-03-2022,INV100395,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
26-03-2022,INV100396,361,France,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
27-03-2022,INV100397,314,Australia,"Road-150 Red, 56",3578.27,3578.27,1,286.2616,2171.2942
27-03-2022,INV100398,356,Canada,"Mountain-200 Silver, 46",2071.4196,2071.4196,1,165.7136,1117.8559
28-03-2022,INV100399,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
29-03-2022,INV100400,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
29-03-2022,INV100401,538,Canada,LL Road Tire,21.49,21.49,1,1.7192,8.0373
30-03-2022,INV100402,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
02-04-2022,INV100403,579,Italy,"Touring-2000 Blue, 54",1214.85,1214.85,1,97.188,755.1508
03-04-2022,INV100404,485,France,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
03-04-2022,INV100405,537,United States,HL Mountain Tire,35,35,1,2.8,13.09
06-04-2022,INV100406,479,Germany,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
07-04-2022,INV100407,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
08-04-2022,INV100408,373,Canada,"Road-250 Black, 44",2181.5625,2181.5625,1,174.525,1320.6838
08-04-2022,INV100409,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
08-04-2022,INV100410,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09-04-2022,INV100411,605,France,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
09-04-2022,INV100412,237,France,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
09-04-2022,INV100413,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
11-04-2022,INV100414,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
12-04-2022,INV100415,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
12-04-2022,INV100416,467,United States,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
17-04-2022,INV100417,336,Italy,"Road-650 Black, 62",699.0982,699.0982,1,55.9279,413.1463
18-04-2022,INV100418,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
19-04-2022,INV100419,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
19-04-2022,INV100420,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
20-04-2022,INV100421,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
24-04-2022,INV100422,463,Italy,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
24-04-2022,INV100423,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
25-04-2022,INV100424,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
29-04-2022,INV100425,369,Germany,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
02-05-2022,INV100426,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
03-05-2022,INV100427,369,Australia,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
04-05-2022,INV100428,606,France,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
05-05-2022,INV100429,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
06-05-2022,INV100430,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
06-05-2022,INV100431,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
06-05-2022,INV100432,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
07-05-2022,INV100433,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
07-05-2022,INV100434,386,Australia,"Road-550-W Yellow, 42",1120.49,1120.49,1,89.6392,713.0798
12-05-2022,INV100435,530,United States,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
12-05-2022,INV100436,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
12-05-2022,INV100437,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
15-05-2022,INV100438,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
15-05-2022,INV100439,363,India,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
16-05-2022,INV100440,359,Canada,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
18-05-2022,INV100441,476,Germany,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
19-05-2022,INV100442,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
22-05-2022,INV100443,482,Australia,"Racing Socks, L",8.99,8.99,1,0.7192,3.3623
22-05-2022,INV100444,480,United States,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
24-05-2022,INV100445,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
26-05-2022,INV100446,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
26-05-2022,INV100447,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
26-05-2022,INV100448,596,Italy,"Mountain-500 Black, 40",539.99,539.99,1,43.1992,294.5797
26-05-2022,INV100449,354,India,"Mountain-200 Silver, 42",2071.4196,2071.4196,1,165.7136,1117.8559
26-05-2022,INV100450,484,India,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
27-05-2022,INV100451,484,Italy,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
27-05-2022,INV100452,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
28-05-2022,INV100453,486,Canada,All-Purpose Bike Stand,159,159,1,12.72,59.466
29-05-2022,INV100454,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
31-05-2022,INV100455,529,Germany,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
01-06-2022,INV100456,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
02-06-2022,INV100457,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
06-06-2022,INV100458,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
10-06-2022,INV100459,537,India,HL Mountain Tire,35,35,1,2.8,13.09
11-06-2022,INV100460,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
11-06-2022,INV100461,606,France,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
13-06-2022,INV100462,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
13-06-2022,INV100463,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
14-06-2022,INV100464,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
15-06-2022,INV100465,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
15-06-2022,INV100466,536,Canada,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
17-06-2022,INV100467,530,United States,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
18-06-2022,INV100468,567,United States,"Touring-3000 Blue, 62",742.35,742.35,1,59.388,461.4448
19-06-2022,INV100469,231,Italy,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
19-06-2022,INV100470,541,Canada,Touring Tire,28.99,28.99,1,2.3192,10.8423
22-06-2022,INV100471,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
22-06-2022,INV100472,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
22-06-2022,INV100473,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
23-06-2022,INV100474,310,India,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
23-06-2022,INV100475,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
23-06-2022,INV100476,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
25-06-2022,INV100477,589,Australia,"Mountain-400-W Silver, 42",769.49,769.49,1,61.5592,419.7784
27-06-2022,INV100478,535,Germany,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
28-06-2022,INV100479,571,Canada,"Touring-3000 Yellow, 58",742.35,742.35,1,59.388,461.4448
29-06-2022,INV100480,604,Australia,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
02-07-2022,INV100481,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
02-07-2022,INV100482,539,Canada,ML Road Tire,24.99,24.99,1,1.9992,9.3463
03-07-2022,INV100483,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
03-07-2022,INV100484,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
04-07-2022,INV100485,536,Canada,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
09-07-2022,INV100486,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
10-07-2022,INV100487,372,France,"Road-250 Red, 58",2443.35,2443.35,1,195.468,1554.9479
12-07-2022,INV100488,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
13-07-2022,INV100489,463,United States,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
14-07-2022,INV100490,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
15-07-2022,INV100491,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
16-07-2022,INV100492,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
17-07-2022,INV100493,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
17-07-2022,INV100494,584,Canada,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
18-07-2022,INV100495,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
18-07-2022,INV100496,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
18-07-2022,INV100497,375,United States,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
19-07-2022,INV100498,584,India,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
20-07-2022,INV100499,535,India,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
22-07-2022,INV100500,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
24-07-2022,INV100501,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
24-07-2022,INV100502,475,Germany,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
25-07-2022,INV100503,580,Germany,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
26-07-2022,INV100504,530,Italy,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
27-07-2022,INV100505,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
28-07-2022,INV100506,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
29-07-2022,INV100507,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
30-07-2022,INV100508,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
31-07-2022,INV100509,231,United States,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
31-07-2022,INV100510,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
02-08-2022,INV100511,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
03-08-2022,INV100512,379,United States,"Road-250 Black, 58",2181.5625,2181.5625,1,174.525,1320.6838
03-08-2022,INV100513,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
03-08-2022,INV100514,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
04-08-2022,INV100515,372,Germany,"Road-250 Red, 58",2443.35,2443.35,1,195.468,1554.9479
04-08-2022,INV100516,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
04-08-2022,INV100517,352,Germany,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
06-08-2022,INV100518,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
07-08-2022,INV100519,228,Germany,"Long-Sleeve Logo Jersey, S",49.99,49.99,1,3.9992,38.4923
08-08-2022,INV100520,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10-08-2022,INV100521,382,Australia,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
10-08-2022,INV100522,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
11-08-2022,INV100523,540,Canada,HL Road Tire,32.6,32.6,1,2.608,12.1924
15-08-2022,INV100524,483,Canada,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
18-08-2022,INV100525,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
18-08-2022,INV100526,479,United States,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
18-08-2022,INV100527,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
19-08-2022,INV100528,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
19-08-2022,INV100529,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
20-08-2022,INV100530,473,United States,"Classic Vest, L",63.5,63.5,1,5.08,23.749
21-08-2022,INV100531,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
22-08-2022,INV100532,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
22-08-2022,INV100533,538,Italy,LL Road Tire,21.49,21.49,1,1.7192,8.0373
24-08-2022,INV100534,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
25-08-2022,INV100535,540,United States,HL Road Tire,32.6,32.6,1,2.608,12.1924
25-08-2022,INV100536,483,United States,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
26-08-2022,INV100537,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
26-08-2022,INV100538,352,Italy,"Mountain-200 Silver, 38",2071.4196,2071.4196,1,165.7136,1117.8559
26-08-2022,INV100539,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
27-08-2022,INV100540,234,Italy,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
27-08-2022,INV100541,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
28-08-2022,INV100542,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
29-08-2022,INV100543,312,India,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
30-08-2022,INV100544,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
01-09-2022,INV100545,347,Italy,"Mountain-100 Silver, 48",3399.99,3399.99,1,271.9992,1912.1544
03-09-2022,INV100546,485,France,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
06-09-2022,INV100547,581,United States,"Road-350-W Yellow, 42",1700.99,1700.99,1,136.0792,1082.51
10-09-2022,INV100548,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
11-09-2022,INV100549,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
13-09-2022,INV100550,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
16-09-2022,INV100551,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
